State/territory,PHN Code,PHN name,Age group,Participants,Population,Participation (%),Year
NSW,PHN108,Hunter New England and Central Coast,50–54,"20,357","32,186",63.2,2018-2021
NSW,PHN108,Hunter New England and Central Coast,55–59,"21,264","33,254",63.9,2018-2021
NSW,PHN108,Hunter New England and Central Coast,60–64,"18,992","30,778",61.7,2018-2021
NSW,PHN108,Hunter New England and Central Coast,65–69,"15,499","27,240",56.9,2018-2021
NSW,PHN108,Hunter New England and Central Coast,70–74,"7,292","24,836",29.4,2018-2021
NSW,PHN108,Hunter New England and Central Coast,25–74,"205,429","334,727",61.4,2018-2021
NSW,PHN109,North Coast,25–29,"10,032","13,284",75.5,2018-2021
NSW,PHN109,North Coast,30–34,"9,242","14,131",65.4,2018-2021
NSW,PHN109,North Coast,35–39,"9,344","14,377",65.0,2018-2021
NSW,PHN109,North Coast,40–44,"9,174","13,903",66.0,2018-2021
NSW,PHN109,North Coast,45–49,"10,143","14,996",67.6,2018-2021
NSW,PHN109,North Coast,50–54,"9,262","14,077",65.8,2018-2021
NSW,PHN109,North Coast,55–59,"10,241","15,505",66.1,2018-2021
NSW,PHN109,North Coast,60–64,"9,940","15,212",65.3,2018-2021
NSW,PHN109,North Coast,65–69,"8,135","13,656",59.6,2018-2021
NSW,PHN109,North Coast,70–74,"3,668","11,858",30.9,2018-2021
NSW,PHN109,North Coast,25–74,"89,181","140,998",63.2,2018-2021
NSW,PHN110,Murrumbidgee,25–29,"4,886","7,447",65.6,2018-2021
NSW,PHN110,Murrumbidgee,30–34,"4,027","7,090",56.8,2018-2021
NSW,PHN110,Murrumbidgee,35–39,"3,619","6,739",53.7,2018-2021
NSW,PHN110,Murrumbidgee,40–44,"3,458","6,085",56.8,2018-2021
NSW,PHN110,Murrumbidgee,45–49,"3,685","6,291",58.6,2018-2021
NSW,PHN110,Murrumbidgee,50–54,"3,402","6,033",56.4,2018-2021
NSW,PHN110,Murrumbidgee,55–59,"3,594","6,375",56.4,2018-2021
NSW,PHN110,Murrumbidgee,60–64,"3,129","5,900",53.0,2018-2021
NSW,PHN110,Murrumbidgee,65–69,"2,549","5,051",50.5,2018-2021
NSW,PHN110,Murrumbidgee,70–74,"1,200","4,485",26.8,2018-2021
NSW,PHN110,Murrumbidgee,25–74,"33,550","61,497",54.6,2018-2021
Vic,PHN201,North Western Melbourne,25–29,"55,601","91,654",60.7,2018-2021
Vic,PHN201,North Western Melbourne,30–34,"53,734","92,129",58.3,2018-2021
Vic,PHN201,North Western Melbourne,35–39,"45,276","76,152",59.5,2018-2021
Vic,PHN201,North Western Melbourne,40–44,"36,766","57,266",64.2,2018-2021
Vic,PHN201,North Western Melbourne,45–49,"33,757","50,232",67.2,2018-2021
Vic,PHN201,North Western Melbourne,50–54,"27,665","42,189",65.6,2018-2021
Vic,PHN201,North Western Melbourne,55–59,"23,416","36,372",64.4,2018-2021
Vic,PHN201,North Western Melbourne,60–64,"18,818","30,338",62.0,2018-2021
Vic,PHN201,North Western Melbourne,65–69,"13,957","24,022",58.1,2018-2021
Vic,PHN201,North Western Melbourne,70–74,"6,027","19,575",30.8,2018-2021
Vic,PHN201,North Western Melbourne,25–74,"315,017","519,928",60.6,2018-2021
Vic,PHN202,Eastern Melbourne,25–29,"35,237","52,216",67.5,2018-2021
Vic,PHN202,Eastern Melbourne,30–34,"34,307","55,365",62.0,2018-2021
Vic,PHN202,Eastern Melbourne,35–39,"33,803","53,770",62.9,2018-2021
Vic,PHN202,Eastern Melbourne,40–44,"32,320","47,341",68.3,2018-2021
Vic,PHN202,Eastern Melbourne,45–49,"34,634","46,845",73.9,2018-2021
Vic,PHN202,Eastern Melbourne,50–54,"30,144","41,317",73.0,2018-2021
Vic,PHN202,Eastern Melbourne,55–59,"27,704","37,697",73.5,2018-2021
Vic,PHN202,Eastern Melbourne,60–64,"23,300","32,475",71.7,2018-2021
Vic,PHN202,Eastern Melbourne,65–69,"18,173","27,389",66.4,2018-2021
Vic,PHN202,Eastern Melbourne,70–74,"8,654","23,994",36.1,2018-2021
Vic,PHN202,Eastern Melbourne,25–74,"278,276","418,409",66.5,2018-2021
Vic,PHN203,South Eastern Melbourne,25–29,"41,759","61,038",68.4,2018-2021
Vic,PHN203,South Eastern Melbourne,30–34,"39,521","63,127",62.6,2018-2021
Vic,PHN203,South Eastern Melbourne,35–39,"36,687","58,105",63.1,2018-2021
Vic,PHN203,South Eastern Melbourne,40–44,"32,666","48,715",67.1,2018-2021
Vic,PHN203,South Eastern Melbourne,45–49,"33,872","47,839",70.8,2018-2021
Vic,PHN203,South Eastern Melbourne,50–54,"28,508","41,051",69.4,2018-2021
Vic,PHN203,South Eastern Melbourne,55–59,"25,200","36,673",68.7,2018-2021
Vic,PHN203,South Eastern Melbourne,60–64,"21,016","31,565",66.6,2018-2021
Vic,PHN203,South Eastern Melbourne,65–69,"16,563","26,529",62.4,2018-2021
Vic,PHN203,South Eastern Melbourne,70–74,"7,688","23,717",32.4,2018-2021
Vic,PHN203,South Eastern Melbourne,25–74,"283,479","438,360",64.7,2018-2021
Vic,PHN204,Gippsland,25–29,"5,576","8,281",67.3,2018-2021
Vic,PHN204,Gippsland,30–34,"4,512","8,416",53.6,2018-2021
Vic,PHN204,Gippsland,35–39,"4,158","7,931",52.4,2018-2021
Vic,PHN204,Gippsland,40–44,"4,195","7,145",58.7,2018-2021
Vic,PHN204,Gippsland,45–49,"4,698","7,679",61.2,2018-2021
Vic,PHN204,Gippsland,50–54,"4,611","7,632",60.4,2018-2021
Vic,PHN204,Gippsland,55–59,"4,960","8,311",59.7,2018-2021
Vic,PHN204,Gippsland,60–64,"4,858","8,203",59.2,2018-2021
Vic,PHN204,Gippsland,65–69,"4,348","7,533",57.7,2018-2021
Vic,PHN204,Gippsland,70–74,"1,872","6,452",29.0,2018-2021
Vic,PHN204,Gippsland,25–74,"43,788","77,584",56.4,2018-2021
Vic,PHN205,Murray,25–29,"12,422","18,872",65.8,2018-2021
Vic,PHN205,Murray,30–34,"9,582","18,717",51.2,2018-2021
Vic,PHN205,Murray,35–39,"9,539","17,853",53.4,2018-2021
Vic,PHN205,Murray,40–44,"10,089","16,730",60.3,2018-2021
Vic,PHN205,Murray,45–49,"10,764","17,214",62.5,2018-2021
Vic,PHN205,Murray,50–54,"10,216","16,371",62.4,2018-2021
Vic,PHN205,Murray,55–59,"10,482","16,973",61.8,2018-2021
Vic,PHN205,Murray,60–64,"9,514","15,820",60.1,2018-2021
Vic,PHN205,Murray,65–69,"7,796","13,918",56.0,2018-2021
Vic,PHN205,Murray,70–74,"3,522","12,044",29.2,2018-2021
Vic,PHN205,Murray,25–74,"93,925","164,511",57.1,2018-2021
Vic,PHN206,Western Victoria,25–29,"14,204","20,928",67.9,2018-2021
Vic,PHN206,Western Victoria,30–34,"11,492","20,903",55.0,2018-2021
Vic,PHN206,Western Victoria,35–39,"11,401","20,033",56.9,2018-2021
Vic,PHN206,Western Victoria,40–44,"11,588","18,287",63.4,2018-2021
Vic,PHN206,Western Victoria,45–49,"12,194","18,752",65.0,2018-2021
Vic,PHN206,Western Victoria,50–54,"11,122","17,361",64.1,2018-2021
Vic,PHN206,Western Victoria,55–59,"11,153","17,555",63.5,2018-2021
Vic,PHN206,Western Victoria,60–64,"10,329","16,408",62.9,2018-2021
Vic,PHN206,Western Victoria,65–69,"8,549","14,651",58.4,2018-2021
Vic,PHN206,Western Victoria,70–74,"3,729","12,615",29.6,2018-2021
Vic,PHN206,Western Victoria,25–74,"105,758","177,493",59.6,2018-2021
Qld,PHN301,Brisbane North,25–29,"29,039","41,123",70.6,2018-2021
Qld,PHN301,Brisbane North,30–34,"25,679","39,415",65.2,2018-2021
Qld,PHN301,Brisbane North,35–39,"24,129","36,853",65.5,2018-2021
Qld,PHN301,Brisbane North,40–44,"21,681","32,693",66.3,2018-2021
Qld,PHN301,Brisbane North,45–49,"21,811","31,589",69.0,2018-2021
Qld,PHN301,Brisbane North,50–54,"17,620","26,332",66.9,2018-2021
Qld,PHN301,Brisbane North,55–59,"15,402","23,476",65.6,2018-2021
Qld,PHN301,Brisbane North,60–64,"12,482","19,776",63.1,2018-2021
Qld,PHN301,Brisbane North,65–69,"9,581","17,234",55.6,2018-2021
Qld,PHN301,Brisbane North,70–74,"4,232","15,300",27.7,2018-2021
Qld,PHN301,Brisbane North,25–74,"181,656","283,790",64.0,2018-2021
Qld,PHN302,Brisbane South,25–29,"30,800","45,505",67.7,2018-2021
Qld,PHN302,Brisbane South,30–34,"29,349","46,075",63.7,2018-2021
Qld,PHN302,Brisbane South,35–39,"27,476","43,286",63.5,2018-2021
Qld,PHN302,Brisbane South,40–44,"23,824","37,114",64.2,2018-2021
Qld,PHN302,Brisbane South,45–49,"23,530","35,161",66.9,2018-2021
Qld,PHN302,Brisbane South,50–54,"19,484","29,742",65.5,2018-2021
Qld,PHN302,Brisbane South,55–59,"17,628","26,862",65.6,2018-2021
Qld,PHN302,Brisbane South,60–64,"14,352","22,699",63.2,2018-2021
Qld,PHN302,Brisbane South,65–69,"10,726","18,838",56.9,2018-2021
Qld,PHN302,Brisbane South,70–74,"4,585","15,868",28.9,2018-2021
Qld,PHN302,Brisbane South,25–74,"201,754","321,151",62.8,2018-2021
Qld,PHN303,Gold Coast,25–29,"16,726","22,928",73.0,2018-2021
Qld,PHN303,Gold Coast,30–34,"14,892","22,831",65.2,2018-2021
Qld,PHN303,Gold Coast,35–39,"14,232","21,674",65.7,2018-2021
Qld,PHN303,Gold Coast,40–44,"12,992","19,775",65.7,2018-2021
Qld,PHN303,Gold Coast,45–49,"13,144","19,620",67.0,2018-2021
Qld,PHN303,Gold Coast,50–54,"11,008","16,845",65.4,2018-2021
Qld,PHN303,Gold Coast,55–59,"10,003","15,581",64.2,2018-2021
Qld,PHN303,Gold Coast,60–64,"8,341","13,548",61.6,2018-2021
Qld,PHN303,Gold Coast,65–69,"6,802","11,854",57.4,2018-2021
Qld,PHN303,Gold Coast,70–74,"3,187","10,677",29.8,2018-2021
Qld,PHN303,Gold Coast,25–74,"111,328","175,332",63.5,2018-2021
Qld,PHN304,Darling Downs and West Moreton,25–29,"13,420","20,336",66.0,2018-2021
Qld,PHN304,Darling Downs and West Moreton,30–34,"11,580","20,012",57.9,2018-2021
Qld,PHN304,Darling Downs and West Moreton,35–39,"10,861","18,785",57.8,2018-2021
Qld,PHN304,Darling Downs and West Moreton,40–44,"9,467","16,321",58.0,2018-2021
Qld,PHN304,Darling Downs and West Moreton,45–49,"9,763","16,371",59.6,2018-2021
Qld,PHN304,Darling Downs and West Moreton,50–54,"8,622","14,952",57.7,2018-2021
Qld,PHN304,Darling Downs and West Moreton,55–59,"8,219","14,280",57.6,2018-2021
Qld,PHN304,Darling Downs and West Moreton,60–64,"6,779","12,382",54.7,2018-2021
Qld,PHN304,Darling Downs and West Moreton,65–69,"5,260","10,590",49.7,2018-2021
Qld,PHN304,Darling Downs and West Moreton,70–74,"2,208","9,114",24.2,2018-2021
Qld,PHN304,Darling Downs and West Moreton,25–74,"86,179","153,145",56.3,2018-2021
Qld,PHN305,Western Queensland,25–29,"1,649","2,501",65.9,2018-2021
Qld,PHN305,Western Queensland,30–34,"1,358","2,300",59.0,2018-2021
Qld,PHN305,Western Queensland,35–39,"1,165","2,100",55.5,2018-2021
Qld,PHN305,Western Queensland,40–44,"1,003","1,680",59.7,2018-2021
Qld,PHN305,Western Queensland,45–49,"1,015","1,704",59.5,2018-2021
Qld,PHN305,Western Queensland,50–54,954,"1,627",58.6,2018-2021
Qld,PHN305,Western Queensland,55–59,905,"1,565",57.8,2018-2021
Qld,PHN305,Western Queensland,60–64,648,"1,208",53.6,2018-2021
Qld,PHN305,Western Queensland,65–69,475,869,54.7,2018-2021
Qld,PHN305,Western Queensland,70–74,189,693,27.3,2018-2021
Qld,PHN305,Western Queensland,25–74,"9,362","16,248",57.6,2018-2021
Qld,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",25–29,"17,511","24,618",71.1,2018-2021
Qld,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",30–34,"15,635","25,485",61.4,2018-2021
Qld,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",35–39,"15,904","25,927",61.3,2018-2021
Qld,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",40–44,"15,540","24,445",63.6,2018-2021
Qld,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",45–49,"17,038","26,050",65.4,2018-2021
Qld,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",50–54,"15,730","24,199",65.0,2018-2021
Qld,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",55–59,"16,138","25,081",64.3,2018-2021
Qld,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",60–64,"14,250","22,833",62.4,2018-2021
Qld,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",65–69,"11,544","20,111",57.4,2018-2021
Qld,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",70–74,"4,893","17,996",27.2,2018-2021
Qld,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",25–74,"144,182","236,744",60.9,2018-2021
Qld,PHN307,Northern Queensland,25–29,"17,454","24,663",70.8,2018-2021
Qld,PHN307,Northern Queensland,30–34,"15,144","23,927",63.3,2018-2021
Qld,PHN307,Northern Queensland,35–39,"14,290","22,694",63.0,2018-2021
Qld,PHN307,Northern Queensland,40–44,"13,091","20,557",63.7,2018-2021
Qld,PHN307,Northern Queensland,45–49,"13,878","20,821",66.7,2018-2021
Qld,PHN307,Northern Queensland,50–54,"12,237","18,604",65.8,2018-2021
Qld,PHN307,Northern Queensland,55–59,"11,724","17,920",65.4,2018-2021
Qld,PHN307,Northern Queensland,60–64,"9,496","15,151",62.7,2018-2021
Qld,PHN307,Northern Queensland,65–69,"6,648","11,959",55.6,2018-2021
Qld,PHN307,Northern Queensland,70–74,"2,741","9,671",28.3,2018-2021
Qld,PHN307,Northern Queensland,25–74,"116,703","185,967",62.8,2018-2021
WA,PHN501,Perth North,25–29,"30,299","40,506",74.8,2018-2021
WA,PHN501,Perth North,30–34,"29,728","44,086",67.4,2018-2021
WA,PHN501,Perth North,35–39,"26,663","40,133",66.4,2018-2021
WA,PHN501,Perth North,40–44,"23,228","34,178",68.0,2018-2021
WA,PHN501,Perth North,45–49,"22,970","32,850",69.9,2018-2021
WA,PHN501,Perth North,50–54,"19,600","28,817",68.0,2018-2021
WA,PHN501,Perth North,55–59,"17,049","26,012",65.5,2018-2021
WA,PHN501,Perth North,60–64,"14,226","22,192",64.1,2018-2021
WA,PHN501,Perth North,65–69,"10,512","18,489",56.9,2018-2021
WA,PHN501,Perth North,70–74,"4,935","15,564",31.7,2018-2021
WA,PHN501,Perth North,25–74,"199,209","302,828",65.8,2018-2021
WA,PHN502,Perth South,25–29,"26,111","37,110",70.4,2018-2021
WA,PHN502,Perth South,30–34,"25,722","40,172",64.0,2018-2021
WA,PHN502,Perth South,35–39,"24,011","37,673",63.7,2018-2021
WA,PHN502,Perth South,40–44,"19,832","31,172",63.6,2018-2021
WA,PHN502,Perth South,45–49,"19,024","29,088",65.4,2018-2021
WA,PHN502,Perth South,50–54,"16,543","25,724",64.3,2018-2021
WA,PHN502,Perth South,55–59,"14,692","23,716",62.0,2018-2021
WA,PHN502,Perth South,60–64,"12,412","20,698",60.0,2018-2021
WA,PHN502,Perth South,65–69,"9,560","17,617",54.3,2018-2021
WA,PHN502,Perth South,70–74,"4,349","14,593",29.8,2018-2021
WA,PHN502,Perth South,25–74,"172,258","277,564",62.1,2018-2021
WA,PHN503,Country WA,25–29,"10,894","16,552",65.8,2018-2021
WA,PHN503,Country WA,30–34,"10,616","18,453",57.5,2018-2021
WA,PHN503,Country WA,35–39,"10,382","17,622",58.9,2018-2021
WA,PHN503,Country WA,40–44,"9,240","15,598",59.2,2018-2021
WA,PHN503,Country WA,45–49,"9,319","15,596",59.8,2018-2021
WA,PHN503,Country WA,50–54,"8,356","14,476",57.7,2018-2021
WA,PHN503,Country WA,55–59,"7,981","14,051",56.8,2018-2021
WA,PHN503,Country WA,60–64,"6,709","12,356",54.3,2018-2021
WA,PHN503,Country WA,65–69,"5,021","10,012",50.1,2018-2021
WA,PHN503,Country WA,70–74,"2,214","8,021",27.6,2018-2021
WA,PHN503,Country WA,25–74,"80,731","142,737",56.6,2018-2021
SA,PHN401,Adelaide,25–29,"32,195","45,689",70.5,2018-2021
SA,PHN401,Adelaide,30–34,"29,718","46,013",64.6,2018-2021
SA,PHN401,Adelaide,35–39,"27,853","42,625",65.3,2018-2021
SA,PHN401,Adelaide,40–44,"24,366","36,107",67.5,2018-2021
SA,PHN401,Adelaide,45–49,"24,822","35,005",70.9,2018-2021
SA,PHN401,Adelaide,50–54,"22,169","32,459",68.3,2018-2021
SA,PHN401,Adelaide,55–59,"21,167","31,143",68.0,2018-2021
SA,PHN401,Adelaide,60–64,"18,501","27,979",66.1,2018-2021
SA,PHN401,Adelaide,65–69,"15,102","24,285",62.2,2018-2021
SA,PHN401,Adelaide,70–74,"7,816","21,543",36.3,2018-2021
SA,PHN401,Adelaide,25–74,"223,708","342,848",65.2,2018-2021
SA,PHN402,Country SA,25–29,"9,702","13,432",72.2,2018-2021
SA,PHN402,Country SA,30–34,"8,735","13,749",63.5,2018-2021
SA,PHN402,Country SA,35–39,"8,574","13,667",62.7,2018-2021
SA,PHN402,Country SA,40–44,"8,352","12,881",64.8,2018-2021
SA,PHN402,Country SA,45–49,"9,581","14,276",67.1,2018-2021
SA,PHN402,Country SA,50–54,"8,903","13,840",64.3,2018-2021
SA,PHN402,Country SA,55–59,"9,179","14,387",63.8,2018-2021
SA,PHN402,Country SA,60–64,"8,261","13,359",61.8,2018-2021
SA,PHN402,Country SA,65–69,"7,110","11,948",59.5,2018-2021
SA,PHN402,Country SA,70–74,"3,686","10,609",34.7,2018-2021
SA,PHN402,Country SA,25–74,"82,082","132,147",62.1,2018-2021
Tas,PHN601,Tasmania,25–29,"12,902","19,090",67.6,2018-2021
Tas,PHN601,Tasmania,30–34,"11,325","18,069",62.7,2018-2021
Tas,PHN601,Tasmania,35–39,"10,334","16,304",63.4,2018-2021
Tas,PHN601,Tasmania,40–44,"9,489","14,574",65.1,2018-2021
Tas,PHN601,Tasmania,45–49,"10,346","15,356",67.4,2018-2021
Tas,PHN601,Tasmania,50–54,"9,635","14,688",65.6,2018-2021
Tas,PHN601,Tasmania,55–59,"9,845","15,197",64.8,2018-2021
Tas,PHN601,Tasmania,60–64,"8,683","14,041",61.8,2018-2021
Tas,PHN601,Tasmania,65–69,"6,921","12,300",56.3,2018-2021
Tas,PHN601,Tasmania,70–74,"3,410","10,700",31.9,2018-2021
Tas,PHN601,Tasmania,25–74,"92,890","150,318",61.8,2018-2021
ACT,PHN801,Australian Capital Territory,25–29,"12,349","19,523",63.3,2018-2021
ACT,PHN801,Australian Capital Territory,30–34,"11,939","18,888",63.2,2018-2021
ACT,PHN801,Australian Capital Territory,35–39,"11,260","17,269",65.2,2018-2021
ACT,PHN801,Australian Capital Territory,40–44,"9,134","13,819",66.1,2018-2021
ACT,PHN801,Australian Capital Territory,45–49,"8,681","12,580",69.0,2018-2021
ACT,PHN801,Australian Capital Territory,50–54,"7,243","10,427",69.5,2018-2021
ACT,PHN801,Australian Capital Territory,55–59,"6,434","9,375",68.6,2018-2021
ACT,PHN801,Australian Capital Territory,60–64,"5,305","7,919",67.0,2018-2021
ACT,PHN801,Australian Capital Territory,65–69,"4,171","6,706",62.2,2018-2021
ACT,PHN801,Australian Capital Territory,70–74,"2,144","5,831",36.8,2018-2021
ACT,PHN801,Australian Capital Territory,25–74,"78,658","122,337",64.3,2018-2021
NT,PHN701,Northern Territory,25–29,"7,795","11,643",67.0,2018-2021
NT,PHN701,Northern Territory,30–34,"7,211","11,804",61.1,2018-2021
NT,PHN701,Northern Territory,35–39,"5,994","9,774",61.3,2018-2021
NT,PHN701,Northern Territory,40–44,"4,822","7,797",61.8,2018-2021
NT,PHN701,Northern Territory,45–49,"4,544","6,974",65.2,2018-2021
NT,PHN701,Northern Territory,50–54,"3,964","6,153",64.4,2018-2021
NT,PHN701,Northern Territory,55–59,"3,185","5,240",60.8,2018-2021
NT,PHN701,Northern Territory,60–64,"2,404","4,065",59.1,2018-2021
NT,PHN701,Northern Territory,65–69,"1,503","2,816",53.4,2018-2021
NT,PHN701,Northern Territory,70–74,595,"1,847",32.2,2018-2021
NT,PHN701,Northern Territory,25–74,"42,017","68,113",61.7,2018-2021